2.025078,0.927756,0.117876,0.228886,0.915974,1.491778,1.080676,0.627821,0.394467,0.321524,0.336298,0.446313,0.286561,0.136880,0.0881754119347562,0.0773925623362700,0.0462063762224854,0.0520739911261625
1.181426,5.426672,3.182640,0.220404,0.512898,1.147702,1.469994,1.114761,0.683766,0.464653,0.363263,0.381763,0.252416,0.142279,0.0962225832644063,0.0837246504697687,0.0461843621192066,0.0517746405293973
0.166312,3.526250,4.770811,2.417677,0.462670,0.653857,1.102167,1.424659,1.103552,0.742085,0.501769,0.335341,0.221219,0.133213,0.1081935782871044,0.0979045835418007,0.0492687356984107,0.0505708088906317
0.166377,0.125811,1.245585,4.653878,2.155388,0.931394,0.748701,0.934599,1.167490,0.998495,0.711987,0.500093,0.254833,0.164101,0.1407940949520168,0.1457259425553690,0.0752462048454239,0.0592361467460613
0.308089,0.135472,0.110298,0.997344,2.956756,1.773407,1.118373,0.928461,1.034574,1.147932,0.919554,0.727157,0.367045,0.183510,0.1469487066730233,0.1564962546676760,0.0956678979708230,0.0787180736713519
0.478636,0.289173,0.148691,0.411113,1.691674,2.136653,1.568750,1.069990,1.000017,1.034448,0.884738,0.746665,0.386283,0.183144,0.1071591759625700,0.1021234309646154,0.0725318413386717,0.0783170630673883
0.419695,0.448313,0.303380,0.400012,1.291315,1.898851,2.092642,1.610084,1.185386,1.055889,0.773017,0.703135,0.364417,0.169888,0.0988663016153923,0.0785530530488210,0.0517803592075894,0.0641239734423994
0.265030,0.369546,0.426257,0.542764,1.165279,1.407790,1.750127,2.155497,1.733172,1.173880,0.684990,0.580823,0.327080,0.164138,0.0979412852098399,0.0750860011021988,0.0426632800080882,0.0514474269295687
0.169599,0.230860,0.336285,0.690545,1.322456,1.340044,1.312303,1.765204,2.245610,1.675207,0.740416,0.515632,0.279681,0.165819,0.1074813960871860,0.0793588229106529,0.0419282553308494,0.0472829221910749
0.144795,0.164322,0.236861,0.618602,1.536958,1.451932,1.224388,1.252286,1.754667,2.042038,1.115619,0.567786,0.239791,0.150334,0.1293503072289608,0.1052945230837341,0.0506987463623733,0.0466157923466657
0.155040,0.131512,0.163955,0.451561,1.260382,1.271252,0.917633,0.748071,0.793928,1.142076,1.300095,0.870385,0.263605,0.112787,0.1231407404599646,0.1485415967460007,0.0736899037152410,0.0506113814139033
0.215928,0.145041,0.114990,0.332848,1.045934,1.125885,0.875930,0.665661,0.580225,0.609978,0.913404,1.217734,0.572433,0.149626,0.0901976530032700,0.1539645329912662,0.1183840611812566,0.0790984320569711
0.209368,0.144823,0.114556,0.256138,0.797294,0.879622,0.685571,0.566090,0.475272,0.389033,0.417760,0.864464,0.991565,0.426430,0.1314932175648673,0.1087523417884158,0.1416798593601808,0.1585069277788626
0.174591,0.142512,0.120429,0.287952,0.695904,0.728069,0.557966,0.495943,0.491929,0.425795,0.312050,0.394476,0.744453,0.846127,0.4205712433006910,0.1452488720812874,0.0849324411591746,0.2155652092060610
0.147797,0.126655,0.128535,0.324661,0.732305,0.559819,0.426706,0.388889,0.419025,0.481446,0.447716,0.312496,0.301669,0.552685,0.7396219594407483,0.4268693016874842,0.0906642608487438,0.1496928082650667
0.129278,0.109826,0.115912,0.334878,0.777204,0.531677,0.337869,0.297114,0.308323,0.390562,0.538213,0.531588,0.248640,0.190220,0.4254021243384427,0.6324836556215117,0.2339679929040198,0.1214637069125565
0.127007,0.099690,0.095984,0.284537,0.781809,0.621377,0.366483,0.277793,0.268053,0.309446,0.439357,0.672592,0.533021,0.183029,0.1486771920491166,0.3849993035175445,0.3627703431138165,0.2377323337474412
0.136900,0.106887,0.094229,0.214237,0.615267,0.641708,0.434074,0.320395,0.289117,0.272129,0.288610,0.429814,0.570346,0.444303,0.2347813519104731,0.1911632755721744,0.2273749893824208,0.6618091712804165
