0.00,0.00
1.00,0.00
2.00,0.00
3.00,0.00
4.00,0.01
5.00,0.01
6.00,0.01
7.00,0.02
8.00,0.03
9.00,0.05
10.00,0.08
11.00,0.12
12.00,0.17
13.00,0.26
14.00,0.39
15.00,0.59
16.00,0.88
17.00,1.31
18.00,1.95
19.00,2.90
20.00,4.27
21.00,6.25
22.00,9.06
23.00,12.92
24.00,18.03
25.00,24.48
26.00,32.08
27.00,40.35
28.00,48.66
29.00,56.42
30.00,63.31
31.00,69.25
32.00,74.28
33.00,78.50
34.00,82.02
35.00,84.93
36.00,87.34
37.00,89.33
38.00,90.96
39.00,92.30
40.00,93.41
41.00,94.31
42.00,95.05
43.00,95.65
44.00,96.15
45.00,96.56
46.00,96.89
47.00,97.16
48.00,97.38
49.00,97.57
50.00,97.71
51.00,97.84
52.00,97.94
53.00,98.02
54.00,98.08
55.00,98.14
56.00,98.18
57.00,98.22
58.00,98.25
59.00,98.28
60.00,98.30
61.00,98.31
62.00,98.33
63.00,98.34
64.00,98.35
65.00,98.35
66.00,98.36
67.00,98.37
68.00,98.37
69.00,98.37
70.00,98.38
71.00,98.38
72.00,98.38
73.00,98.38
74.00,98.38
75.00,98.38
76.00,98.39
77.00,98.39
78.00,98.39
79.00,98.39
80.00,98.39
81.00,98.39
82.00,98.39
83.00,98.39
84.00,98.39
85.00,98.39
86.00,98.39
87.00,98.39
88.00,98.39
89.00,98.39
90.00,98.39
91.00,98.39
92.00,98.39
93.00,98.39
94.00,98.39
95.00,98.39
96.00,98.39
97.00,98.39
98.00,98.39
99.00,98.39
100.00,98.39
101.00,98.39
102.00,98.39
103.00,98.39
104.00,98.39
105.00,98.39
106.00,98.39
107.00,98.39
108.00,98.39
109.00,98.39
110.00,98.39
111.00,98.39
112.00,98.39
113.00,98.39
114.00,98.39
115.00,98.39
116.00,98.39
117.00,98.39
118.00,98.39
119.00,98.39
120.00,98.39
121.00,98.39
122.00,98.39
123.00,98.39
124.00,98.39
125.00,98.39
126.00,98.39
127.00,98.39
128.00,98.39
129.00,98.39
130.00,98.39
131.00,98.39
132.00,98.39
133.00,98.39
134.00,98.39
135.00,98.39
136.00,98.39
137.00,98.39
138.00,98.39
139.00,98.39
140.00,98.39
141.00,98.39
142.00,98.39
143.00,98.39
144.00,98.39
145.00,98.39
146.00,98.39
147.00,98.39
148.00,98.39
149.00,98.39
