0.00,499499.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
1.00,499496.00,3.00,0.00,0.00,0.00,4.00,0.00,1.00
2.00,499494.00,4.00,0.00,0.00,0.00,3.00,0.00,2.00
3.00,499492.00,5.00,0.00,1.00,0.00,3.00,0.00,3.00
4.00,499490.00,6.00,0.00,1.00,0.00,2.00,0.00,4.00
5.00,499488.00,7.00,0.00,1.00,0.00,2.00,0.00,5.00
6.00,499486.00,8.00,0.00,2.00,0.00,2.00,0.00,5.00
7.00,499484.00,9.00,0.00,2.00,0.00,2.00,0.00,6.00
8.00,499481.00,10.00,1.00,2.00,0.00,3.00,0.00,7.00
9.00,499479.00,11.00,1.00,3.00,0.00,3.00,0.00,9.00
10.00,499475.00,12.00,1.00,3.00,0.00,3.00,0.00,10.00
11.00,499472.00,13.00,1.00,3.00,0.00,3.00,0.00,11.00
12.00,499468.00,15.00,1.00,4.00,0.00,4.00,0.00,13.00
13.00,499463.00,17.00,1.00,4.00,0.00,4.00,0.00,14.00
14.00,499459.00,18.00,1.00,5.00,0.00,4.00,0.00,16.00
15.00,499453.00,21.00,1.00,5.00,0.00,5.00,0.00,19.00
16.00,499447.00,23.00,1.00,6.00,1.00,5.00,0.00,21.00
17.00,499440.00,26.00,1.00,7.00,1.00,6.00,0.00,24.00
18.00,499433.00,29.00,2.00,8.00,1.00,7.00,0.00,27.00
19.00,499424.00,32.00,2.00,8.00,1.00,7.00,0.00,30.00
20.00,499415.00,35.00,2.00,9.00,1.00,8.00,0.00,34.00
21.00,499404.00,40.00,2.00,10.00,1.00,9.00,0.00,38.00
22.00,499392.00,44.00,2.00,12.00,1.00,10.00,0.00,42.00
23.00,499379.00,49.00,3.00,13.00,1.00,11.00,0.00,47.00
24.00,499365.00,55.00,3.00,14.00,1.00,13.00,0.00,53.00
25.00,499348.00,61.00,3.00,16.00,1.00,14.00,0.00,59.00
26.00,499330.00,68.00,4.00,18.00,2.00,16.00,0.00,66.00
27.00,499310.00,76.00,4.00,20.00,2.00,17.00,0.00,74.00
28.00,499287.00,85.00,5.00,22.00,2.00,19.00,0.00,83.00
29.00,499262.00,94.00,5.00,25.00,2.00,22.00,0.00,93.00
30.00,499234.00,105.00,6.00,28.00,2.00,24.00,1.00,104.00
31.00,499203.00,117.00,7.00,31.00,3.00,27.00,1.00,116.00
32.00,499168.00,131.00,7.00,35.00,3.00,30.00,1.00,130.00
33.00,499129.00,146.00,8.00,39.00,3.00,33.00,1.00,145.00
34.00,499086.00,162.00,9.00,43.00,4.00,37.00,1.00,162.00
35.00,499038.00,181.00,10.00,48.00,4.00,41.00,1.00,181.00
36.00,498984.00,202.00,11.00,53.00,5.00,46.00,1.00,202.00
37.00,498924.00,225.00,13.00,60.00,5.00,51.00,1.00,225.00
38.00,498857.00,251.00,14.00,66.00,6.00,57.00,1.00,251.00
39.00,498783.00,280.00,16.00,74.00,7.00,64.00,1.00,280.00
40.00,498700.00,312.00,17.00,83.00,7.00,71.00,2.00,313.00
41.00,498607.00,348.00,19.00,92.00,8.00,79.00,2.00,349.00
42.00,498504.00,387.00,22.00,103.00,9.00,89.00,2.00,389.00
43.00,498389.00,432.00,24.00,114.00,10.00,99.00,2.00,434.00
44.00,498261.00,481.00,27.00,127.00,11.00,110.00,2.00,484.00
45.00,498118.00,536.00,30.00,142.00,13.00,123.00,3.00,540.00
46.00,497959.00,598.00,33.00,158.00,14.00,137.00,3.00,602.00
47.00,497781.00,666.00,37.00,176.00,16.00,152.00,3.00,672.00
48.00,497584.00,742.00,41.00,197.00,17.00,170.00,4.00,749.00
49.00,497364.00,827.00,46.00,219.00,19.00,189.00,4.00,835.00
50.00,497118.00,922.00,51.00,244.00,22.00,211.00,5.00,931.00
51.00,496845.00,1027.00,57.00,272.00,24.00,235.00,5.00,1039.00
52.00,496541.00,1144.00,64.00,303.00,27.00,262.00,6.00,1158.00
53.00,496202.00,1274.00,71.00,338.00,30.00,292.00,6.00,1291.00
54.00,495825.00,1419.00,79.00,377.00,33.00,325.00,7.00,1439.00
55.00,495405.00,1580.00,88.00,419.00,37.00,362.00,8.00,1604.00
56.00,494938.00,1760.00,98.00,467.00,42.00,403.00,9.00,1788.00
57.00,494418.00,1959.00,109.00,520.00,46.00,449.00,10.00,1993.00
58.00,493839.00,2181.00,121.00,580.00,52.00,500.00,11.00,2221.00
59.00,493196.00,2427.00,135.00,645.00,57.00,557.00,12.00,2475.00
60.00,492480.00,2701.00,150.00,719.00,64.00,620.00,14.00,2757.00
61.00,491684.00,3005.00,167.00,800.00,71.00,690.00,15.00,3072.00
62.00,490799.00,3342.00,186.00,890.00,79.00,768.00,17.00,3423.00
63.00,489817.00,3716.00,206.00,991.00,88.00,854.00,19.00,3813.00
64.00,488726.00,4130.00,229.00,1102.00,98.00,950.00,21.00,4247.00
65.00,487515.00,4589.00,255.00,1226.00,109.00,1057.00,23.00,4730.00
66.00,486171.00,5097.00,283.00,1363.00,121.00,1175.00,26.00,5267.00
67.00,484681.00,5659.00,314.00,1515.00,135.00,1306.00,29.00,5864.00
68.00,483030.00,6280.00,349.00,1684.00,150.00,1451.00,32.00,6528.00
69.00,481202.00,6966.00,387.00,1870.00,166.00,1612.00,36.00,7266.00
70.00,479178.00,7721.00,429.00,2077.00,185.00,1789.00,40.00,8085.00
71.00,476942.00,8553.00,475.00,2305.00,205.00,1985.00,44.00,8994.00
72.00,474471.00,9468.00,526.00,2557.00,227.00,2202.00,49.00,10004.00
73.00,471745.00,10473.00,582.00,2834.00,252.00,2440.00,54.00,11123.00
74.00,468741.00,11574.00,643.00,3140.00,279.00,2703.00,60.00,12364.00
75.00,465434.00,12778.00,710.00,3477.00,309.00,2992.00,66.00,13739.00
76.00,461799.00,14092.00,783.00,3846.00,342.00,3309.00,74.00,15260.00
77.00,457810.00,15522.00,862.00,4251.00,378.00,3656.00,81.00,16944.00
78.00,453439.00,17076.00,949.00,4694.00,417.00,4035.00,90.00,18804.00
79.00,448660.00,18758.00,1042.00,5179.00,460.00,4449.00,99.00,20857.00
80.00,443444.00,20573.00,1143.00,5706.00,507.00,4900.00,109.00,23122.00
81.00,437765.00,22524.00,1251.00,6279.00,558.00,5390.00,120.00,25617.00
82.00,431597.00,24613.00,1367.00,6900.00,613.00,5919.00,132.00,28362.00
83.00,424917.00,26840.00,1491.00,7571.00,673.00,6490.00,144.00,31377.00
84.00,417702.00,29201.00,1622.00,8294.00,737.00,7104.00,158.00,34685.00
85.00,409936.00,31692.00,1761.00,9068.00,806.00,7762.00,172.00,38307.00
86.00,401605.00,34302.00,1906.00,9896.00,880.00,8462.00,188.00,42265.00
87.00,392703.00,37019.00,2057.00,10775.00,958.00,9205.00,205.00,46583.00
88.00,383228.00,39825.00,2213.00,11705.00,1040.00,9989.00,222.00,51282.00
89.00,373189.00,42698.00,2372.00,12683.00,1127.00,10810.00,240.00,56384.00
90.00,362602.00,45612.00,2534.00,13704.00,1218.00,11666.00,259.00,61908.00
91.00,351493.00,48534.00,2696.00,14765.00,1312.00,12551.00,279.00,67874.00
