0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
7.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
8.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
9.00,0.00,0.00,0.00,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
10.00,0.00,0.01,0.01,0.01,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
11.00,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.02
12.00,0.01,0.01,0.01,0.02,0.07,0.06,0.07,0.07,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.03
13.00,0.01,0.02,0.02,0.02,0.10,0.09,0.09,0.09,0.09,0.10,0.07,0.06,0.05,0.05,0.04,0.05,0.05,0.05
14.00,0.02,0.02,0.02,0.03,0.14,0.13,0.13,0.13,0.13,0.13,0.10,0.09,0.07,0.06,0.06,0.07,0.07,0.07
15.00,0.03,0.03,0.03,0.04,0.19,0.17,0.18,0.18,0.19,0.19,0.14,0.12,0.10,0.09,0.08,0.10,0.10,0.09
16.00,0.04,0.05,0.05,0.06,0.26,0.24,0.25,0.25,0.26,0.26,0.19,0.17,0.14,0.12,0.11,0.13,0.13,0.13
17.00,0.05,0.06,0.07,0.08,0.37,0.34,0.35,0.35,0.36,0.36,0.27,0.23,0.19,0.17,0.16,0.18,0.18,0.18
18.00,0.07,0.09,0.10,0.11,0.50,0.47,0.49,0.49,0.51,0.50,0.38,0.32,0.26,0.24,0.22,0.25,0.25,0.25
19.00,0.10,0.13,0.13,0.15,0.70,0.65,0.68,0.69,0.70,0.70,0.52,0.45,0.37,0.33,0.30,0.35,0.35,0.34
20.00,0.14,0.18,0.19,0.21,0.97,0.90,0.95,0.96,0.98,0.97,0.72,0.62,0.51,0.46,0.42,0.49,0.49,0.48
21.00,0.19,0.24,0.26,0.29,1.33,1.25,1.31,1.33,1.36,1.34,1.00,0.87,0.71,0.64,0.58,0.68,0.68,0.66
22.00,0.26,0.34,0.36,0.41,1.84,1.73,1.81,1.84,1.88,1.86,1.39,1.20,0.98,0.88,0.81,0.94,0.94,0.91
23.00,0.37,0.47,0.50,0.56,2.54,2.39,2.51,2.54,2.59,2.56,1.92,1.66,1.35,1.22,1.12,1.30,1.30,1.27
24.00,0.51,0.65,0.70,0.78,3.49,3.29,3.45,3.49,3.57,3.53,2.64,2.29,1.87,1.69,1.55,1.80,1.79,1.75
25.00,0.70,0.91,0.96,1.08,4.78,4.51,4.73,4.78,4.89,4.83,3.63,3.15,2.57,2.33,2.13,2.47,2.47,2.41
26.00,0.96,1.25,1.33,1.48,6.50,6.15,6.44,6.52,6.66,6.58,4.96,4.31,3.53,3.20,2.93,3.39,3.39,3.31
27.00,1.33,1.72,1.83,2.03,8.79,8.32,8.72,8.82,9.01,8.90,6.74,5.87,4.82,4.37,4.01,4.63,4.63,4.52
28.00,1.82,2.36,2.51,2.78,11.76,11.15,11.67,11.80,12.05,11.91,9.08,7.93,6.53,5.93,5.45,6.28,6.28,6.13
29.00,2.47,3.22,3.41,3.78,15.53,14.76,15.42,15.58,15.90,15.72,12.09,10.60,8.77,7.99,7.34,8.45,8.45,8.25
30.00,3.35,4.35,4.61,5.09,20.17,19.22,20.04,20.24,20.62,20.40,15.88,13.99,11.65,10.64,9.80,11.24,11.23,10.98
31.00,4.48,5.82,6.17,6.78,25.66,24.52,25.50,25.73,26.18,25.93,20.49,18.16,15.24,13.96,12.89,14.72,14.72,14.40
32.00,5.93,7.69,8.15,8.92,31.84,30.55,31.66,31.92,32.43,32.14,25.86,23.11,19.57,18.00,16.68,18.95,18.94,18.55
33.00,7.72,10.02,10.61,11.55,38.43,37.03,38.23,38.50,39.04,38.73,31.83,28.71,24.59,22.73,21.14,23.87,23.86,23.41
