0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6.00,0.00,0.00,0.00,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7.00,0.00,0.00,0.00,0.01,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01
8.00,0.01,0.01,0.01,0.01,0.05,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
9.00,0.01,0.01,0.01,0.02,0.08,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.03
10.00,0.01,0.02,0.02,0.02,0.12,0.10,0.10,0.10,0.10,0.11,0.08,0.07,0.06,0.05,0.05,0.06,0.06,0.05
11.00,0.02,0.03,0.03,0.04,0.17,0.15,0.16,0.16,0.16,0.16,0.12,0.10,0.08,0.08,0.07,0.08,0.08,0.08
12.00,0.03,0.04,0.04,0.06,0.25,0.23,0.24,0.24,0.24,0.24,0.18,0.16,0.13,0.12,0.11,0.13,0.13,0.12
13.00,0.05,0.06,0.07,0.08,0.38,0.35,0.36,0.36,0.37,0.37,0.28,0.24,0.19,0.17,0.16,0.19,0.19,0.18
14.00,0.08,0.10,0.10,0.12,0.57,0.52,0.54,0.55,0.56,0.56,0.42,0.36,0.29,0.26,0.24,0.28,0.28,0.27
15.00,0.12,0.15,0.16,0.18,0.84,0.78,0.82,0.82,0.85,0.84,0.63,0.54,0.44,0.40,0.37,0.43,0.43,0.41
16.00,0.18,0.23,0.24,0.28,1.26,1.18,1.23,1.24,1.27,1.26,0.94,0.81,0.66,0.60,0.55,0.64,0.64,0.62
17.00,0.27,0.34,0.37,0.42,1.88,1.76,1.85,1.86,1.91,1.89,1.41,1.22,1.00,0.90,0.82,0.96,0.96,0.93
18.00,0.40,0.52,0.55,0.62,2.81,2.64,2.76,2.79,2.86,2.83,2.11,1.83,1.49,1.35,1.24,1.44,1.44,1.40
19.00,0.60,0.78,0.83,0.93,4.17,3.92,4.11,4.16,4.25,4.20,3.15,2.73,2.23,2.02,1.85,2.15,2.14,2.09
20.00,0.90,1.17,1.24,1.39,6.15,5.80,6.08,6.14,6.28,6.21,4.67,4.05,3.32,3.00,2.75,3.19,3.19,3.11
21.00,1.35,1.75,1.85,2.07,8.98,8.49,8.89,8.99,9.19,9.08,6.87,5.98,4.90,4.45,4.08,4.72,4.72,4.60
22.00,2.00,2.59,2.75,3.06,12.95,12.27,12.84,12.98,13.25,13.10,9.99,8.72,7.18,6.53,5.99,6.91,6.91,6.74
23.00,2.94,3.81,4.05,4.49,18.31,17.40,18.16,18.35,18.72,18.51,14.28,12.53,10.38,9.46,8.70,10.01,10.00,9.77
24.00,4.28,5.55,5.89,6.50,25.19,24.03,25.01,25.25,25.71,25.45,19.96,17.64,14.74,13.47,12.43,14.23,14.22,13.90
25.00,6.13,7.95,8.43,9.25,33.46,32.07,33.25,33.53,34.08,33.77,27.07,24.14,20.40,18.74,17.35,19.74,19.73,19.32
26.00,8.61,11.15,11.80,12.87,42.60,41.06,42.37,42.67,43.26,42.93,35.36,31.90,27.35,25.28,23.53,26.54,26.54,26.03
27.00,11.78,15.22,16.09,17.41,51.77,50.22,51.53,51.83,52.41,52.08,44.23,40.46,35.29,32.88,30.78,34.38,34.37,33.79
28.00,15.62,20.14,21.25,22.77,60.16,58.72,59.94,60.20,60.73,60.43,52.93,49.12,43.67,41.05,38.70,42.71,42.71,42.09
29.00,20.00,25.73,27.09,28.71,67.33,66.07,67.13,67.36,67.81,67.55,60.84,57.25,51.87,49.19,46.73,50.94,50.93,50.32
30.00,24.72,31.74,33.33,34.92,73.22,72.17,73.06,73.24,73.61,73.40,67.64,64.42,59.39,56.80,54.35,58.53,58.53,57.95
31.00,29.57,37.89,39.67,41.10,77.99,77.12,77.85,78.00,78.31,78.13,73.31,70.51,65.97,63.57,61.23,65.22,65.21,64.70
32.00,34.34,43.91,45.85,46.99,81.82,81.12,81.71,81.83,82.08,81.94,77.95,75.56,71.57,69.40,67.23,70.93,70.92,70.47
33.00,38.90,49.62,51.68,52.46,84.89,84.32,84.80,84.90,85.10,84.99,81.71,79.70,76.24,74.32,72.35,75.70,75.69,75.31
